,Review,CleanedReview
273,"Dangal- Movie Review A movie about two wrestling champions and their family. I remember the famous saying ""when the going gets tough, the tough get going"". Their lives prove it all. How can I leave their father? Such a commendable role he has played in their lives. Wait wait.... I'm supposed to talk about the the movie and not Geetha and Babitha's life. ""Well, it's not my mistake"". It's the director's mistake to have a wonderful team and also make us forget that we are in a movie. Aamir khan's dedication and passion towards movies is seen in the film. How can I forget the two champs who have put their heart and soul in this. ""Great going girls"". Background score, and music, though I do not know Hindi, the subtitles itself made the music seem sensible and going side by side with the movie. I loved the theme music of this movie. There was no lag in the movie. Sometimes we find our teachers/gurus being so tough (though this can never be compared with Mahaveer Singh), but what is wrong in that? That's how we nurture Dangal- the girls victory","Dangal- Movie Review A movie about two wrestling champions and their family. I remember the famous saying ""when the going gets tough, the tough get going"". Their lives prove it all. How can I leave their father? Such a commendable role he has played in their lives. Wait wait.... I'm supposed to talk about the the movie and not Geetha and Babitha's life. ""Well, it's not my mistake"". It's the director's mistake to have a wonderful team and also make us forget that we are in a movie. Aamir khan's dedication and passion towards movies is seen in the film. How can I forget the two champs who have put their heart and soul in this. ""Great going girls"". Background score, and music, though I do not know Hindi, the subtitles itself made the music seem sensible and going side by side with the movie. I loved the theme music of this movie. There was no lag in the movie. Sometimes we find our teachers/gurus being so tough (though this can never be compared with Mahaveer Singh), but what is wrong in that? That's how we nurture Dangal- the girls victory"
274,"The film was very well made about native South asian martial art (Kushti) but Aamir Khan is a idiot for not releasing Dangul in Pakistan, he had done his research about Fake news on a pakistani vision of Dangul. The Pakistani dangul film doesn't even exist because it was never made in the first place also it would had its own trailer on YouTube and highlighted in Pakistani Cinema! As specially the unknown face of people on the poster; title written in urdu these faces of actors are not know in the lollywood industry and most probably is photoshop. Stuff the indain media for not releasing Dangul in Pakistan!","The film was very well made about native South asian martial art (Kushti) but Aamir Khan is a idiot for not releasing Dangul in Pakistan, he had done his research about Fake news on a pakistani vision of Dangul. The Pakistani dangul film doesn't even exist because it was never made in the first place also it would had its own trailer on YouTube and highlighted in Pakistani Cinema! As specially the unknown face of people on the poster; title written in urdu these faces of actors are not know in the lollywood industry and most probably is photoshop. Stuff the indain media for not releasing Dangul in Pakistan!"
275,"Seen lot of movies like this for example like Aapne,Brothers,Saala Khadoos,Rishtey and etc. This Movie is average and watchable. But it's not as good as Critics and People are saying. Aamir and his Daughters did good acting but still not as good as others are saying. Ending of the movie is another Cliché Bollywood movie ending. This movie is nowhere to win Filmfare let alone Oscars. ","Seen lot of movies like this for example like Aapne,Brothers,Saala Khadoos,Rishtey and etc. This Movie is average and watchable. But it's not as good as Critics and People are saying. Aamir and his Daughters did good acting but still not as good as others are saying. Ending of the movie is another Cliché Bollywood movie ending. This movie is nowhere to win Filmfare let alone Oscars. "
276,"After watching the movie, I felt like I was completely prostrated, as if I had followed the protagonist all the way through these games. Dream, both secular and lofty things, both real and absurd things, both blood and indifferent things, there is nothing more exciting than to go all out to achieve a dream, I began to cry at the beginning of the film, very moved!!!","After watching the movie, I felt like I was completely prostrated, as if I had followed the protagonist all the way through these games. Dream, both secular and lofty things, both real and absurd things, both blood and indifferent things, there is nothing more exciting than to go all out to achieve a dream, I began to cry at the beginning of the film, very moved!!!"
277,I just can't believe myself that i just watched it! Omg omg omg omgggggg The definition of perfect.,I just can't believe myself that i just watched it! Omg omg omg omgggggg The definition of perfect.
278,"I rarely give a movie a 10 , unless it truly touches elemental feelings inside my heart. This movie gives you every emotion that you could think of: joy, sadness, sympathy, curiosity, expectation, excitement, suspense,... If you watched '3 idiots' also featuring Aamir Khan, you will probably expect this movie to be on the same level. And let me tell you, you will not be disappointed. What left a footprint in my mind is that they made the deciding moment so epic because it felt like those moments in Hollywood movies where a certain detail from a previous scene suddenly rises to the rescue. I could not think that kind of moment would appear in a movie like this. And girl power is so beautifully and naturally depicted that all the so-called women empowerment themed Hollywood movies would have to take off their hats. 100% recommended!","I rarely give a movie a 10 , unless it truly touches elemental feelings inside my heart. This movie gives you every emotion that you could think of: joy, sadness, sympathy, curiosity, expectation, excitement, suspense,... If you watched '3 idiots' also featuring Aamir Khan, you will probably expect this movie to be on the same level. And let me tell you, you will not be disappointed. What left a footprint in my mind is that they made the deciding moment so epic because it felt like those moments in Hollywood movies where a certain detail from a previous scene suddenly rises to the rescue. I could not think that kind of moment would appear in a movie like this. And girl power is so beautifully and naturally depicted that all the so-called women empowerment themed Hollywood movies would have to take off their hats. 100% recommended!"
279,"We chose Dangal, a biopic about Mahavir Singh Phogat and his daughters, Geeta and Babita. Mahavir (Aamir Khan) is a former wrestler who had to forego his sport to support his family. Even though he is living out his dreams through his children he also gives them a future full of choices. Training also allows them to form a close relationship, which is uncommon in their culture. It is interesting to see the girls learn to appreciate their father as they grow from young girls (Zaira Wasim, Suhani Bhatnagar) to young women (Fatima Sana Shaikh, Sanya Malhotra). As Geeta and Babita begin to embrace their training, they become more confident and competitive. Mahavir endures the taunts of his village and wrestling peers while having continued confidence and pride in his daughters. The matches are exciting and visceral, I felt myself holding my breath. When Geeta begins training with Coach Kadam (Girish Kulkarni) she seems to lose her edge, which returns when she reconnects with her father. The relationship between the father/coach and the National coach demonstrates how small and petty men can be. The original music gives depth to the storyline.","We chose Dangal, a biopic about Mahavir Singh Phogat and his daughters, Geeta and Babita. Mahavir (Aamir Khan) is a former wrestler who had to forego his sport to support his family. Even though he is living out his dreams through his children he also gives them a future full of choices. Training also allows them to form a close relationship, which is uncommon in their culture. It is interesting to see the girls learn to appreciate their father as they grow from young girls (Zaira Wasim, Suhani Bhatnagar) to young women (Fatima Sana Shaikh, Sanya Malhotra). As Geeta and Babita begin to embrace their training, they become more confident and competitive. Mahavir endures the taunts of his village and wrestling peers while having continued confidence and pride in his daughters. The matches are exciting and visceral, I felt myself holding my breath. When Geeta begins training with Coach Kadam (Girish Kulkarni) she seems to lose her edge, which returns when she reconnects with her father. The relationship between the father/coach and the National coach demonstrates how small and petty men can be. The original music gives depth to the storyline."
280,"This Movie is amazing to me. I enjoyed every moment of the film. You don't need a big budget to win the hearts of the audience, only if the story is good, the audience will rush to watch the film.","This Movie is amazing to me. I enjoyed every moment of the film. You don't need a big budget to win the hearts of the audience, only if the story is good, the audience will rush to watch the film."
281,"Finally watched an excellent movie after a long time. I watched this movie 3 times in the theater, it was that good. More movies like this should be made in the future, where you feel that your money was worth spent. Each character has played out their role extremely well. This movie does not deserve less than 10 stars!!!","Finally watched an excellent movie after a long time. I watched this movie 3 times in the theater, it was that good. More movies like this should be made in the future, where you feel that your money was worth spent. Each character has played out their role extremely well. This movie does not deserve less than 10 stars!!!"
282,I must admit I have a number of Aamir films in my favourite list and Dangal is right there in the top 3. Outstanding work from the entire team. Makes you want to meet them and tell them how good the film actually is (wish I could). Incredible dedication from the word go to the end credits. You've got to admit it no one comes close to Aamir in terms of sheer hard-work and performance so natural that his eyes say more than his words sometimes. Sakshi is mighty effective as the mother torn between her husband and children. The girls the real heroes of this incredible film are out of the world. Superior acting with true grit and determination that shows with utmost sincerity. The kid that plays the nephew and then Aparshakti adds to the surprisingly funny moments you'd normally not expect from a biopic. Special mention to the director Nitish Tiwari who has captained this ship like a seasoned campaigner possibly teaching a lesson or two to some of the more commercial directors. Music is rooted to the ground. The title track is hair raising. Demonetization be damned. Watch this film for its sheer brilliance. Kudos to the entire team and to the real Phogat family...Salute!!!,I must admit I have a number of Aamir films in my favourite list and Dangal is right there in the top 3. Outstanding work from the entire team. Makes you want to meet them and tell them how good the film actually is (wish I could). Incredible dedication from the word go to the end credits. You've got to admit it no one comes close to Aamir in terms of sheer hard-work and performance so natural that his eyes say more than his words sometimes. Sakshi is mighty effective as the mother torn between her husband and children. The girls the real heroes of this incredible film are out of the world. Superior acting with true grit and determination that shows with utmost sincerity. The kid that plays the nephew and then Aparshakti adds to the surprisingly funny moments you'd normally not expect from a biopic. Special mention to the director Nitish Tiwari who has captained this ship like a seasoned campaigner possibly teaching a lesson or two to some of the more commercial directors. Music is rooted to the ground. The title track is hair raising. Demonetization be damned. Watch this film for its sheer brilliance. Kudos to the entire team and to the real Phogat family...Salute!!!
283,"Dangal: This overrated masterpiece? lol. 9 years ago we had a much better, a brilliant and progressive Chakde India. And now we have a regressive tale of a dominant male who physically tortures his daughters, turns them into sons, chooses their career without asking what they want to be which is exactly opposite of the great message given by 3 idiots, steals their childhood and youth and turns them into slaves against their wishes to fulfill a personal ambition? Meh. It is a no-risk same old story with just an average to good performance by Aamir. Nothing great. Anybody could have played Mahavir Singh Phogat. Eating cakes and going to gym isn't great acting. Lol.","Dangal: This overrated masterpiece? lol. 9 years ago we had a much better, a brilliant and progressive Chakde India. And now we have a regressive tale of a dominant male who physically tortures his daughters, turns them into sons, chooses their career without asking what they want to be which is exactly opposite of the great message given by 3 idiots, steals their childhood and youth and turns them into slaves against their wishes to fulfill a personal ambition? Meh. It is a no-risk same old story with just an average to good performance by Aamir. Nothing great. Anybody could have played Mahavir Singh Phogat. Eating cakes and going to gym isn't great acting. Lol."
284,"A perfectly executed Biopic of a great athlete Mahaveer Singh Phogat..
A great applause to Amir Khan for doing the role..👏👏👏",A perfectly executed Biopic of a great athlete Mahaveer Singh Phogat.. A great applause to Amir Khan for doing the role..👏👏👏
285,I would rate the movie as follows,I would rate the movie as follows
286,This film is a very well made film . The acting is spectacular.Aamir khan is phenomenal . There was a lot of comedy as well so that is another highlight of the movie. IT is emotional is parts and nicely written . I enjoyed every second of this movie . I have become a big fan of sir Aamir khan . I had an amazing time and would recommend this movie to all.,This film is a very well made film . The acting is spectacular.Aamir khan is phenomenal . There was a lot of comedy as well so that is another highlight of the movie. IT is emotional is parts and nicely written . I enjoyed every second of this movie . I have become a big fan of sir Aamir khan . I had an amazing time and would recommend this movie to all.
287,Dangal is a movie set in a conservative part of India where women's only purpose is having babies and cooking. But a family breaks this norm by engaging the daughters in wrestling(kushti). This movie is based on the Phogat sisters.,Dangal is a movie set in a conservative part of India where women's only purpose is having babies and cooking. But a family breaks this norm by engaging the daughters in wrestling(kushti). This movie is based on the Phogat sisters.
288,"This movie bearing semblance to the triplet (Alphabet D ""Dhoom 3"", Aamir Khan and Pritam) stands out in every frame invoking our lost cherishment of Hindi cinema. Films on Sports, women-centric themes or jingoism have drawn flak from a certain section of the society or the masses due to their biased / judgmental approach to the screenplay. Movies generally exercise many cinematic liberties and cliché that make or break the BO, based on the movie's credentials. In case of Dangal, we get to experience an awesome alignment of production values, screenplay (deftly crafted), music (Pritam pitches to perfection) and artiste's performance (debutantes pull your heart strings!!). As was widely published, the movie is about a relentless father (erstwhile wrestler) who breeds his daughters to be wrestling champions to bring glory to the motherland (mind you, there isn't a slightest overture about ""desh bhakti"" barring the national anthem played In then end). The very premise of the story leaves a gamut of human sentiments to be kindled as per bollywood's formulaic studious, yet, Dangal restrains and sticks to its core theme – ""sportsmanship is all about patience and perseverance, which are the biggest virtues of life too"". Director, less-known for churning blockbusters (no offense intended), this time has struck gold with his tactical treatment of the subject with no submission to any sort of emotional outbursts or commercial compromises. Be it the childhood clutches of the wrestling-sisters, the dramatic episodes in the Sports Academy, the untold emotions between baap- beti, the euphoric display of the wrestling ring, or the tears of triumph which trickle down (the eyes of the artistes and audience alike), every sequence is laced with indelible dialogues, unique expressions, underplayed stardom and subtle transition in the characters. To mince matters, as the film industry draws curtains to 2016, it's a sheer pleasure to watch the ""teen sisters"" hit ""sixes"" in this unparalleled portrayal of WOO(Window Of Opportunity)MEN POWER!!...","This movie bearing semblance to the triplet (Alphabet D ""Dhoom 3"", Aamir Khan and Pritam) stands out in every frame invoking our lost cherishment of Hindi cinema. Films on Sports, women-centric themes or jingoism have drawn flak from a certain section of the society or the masses due to their biased / judgmental approach to the screenplay. Movies generally exercise many cinematic liberties and cliché that make or break the BO, based on the movie's credentials. In case of Dangal, we get to experience an awesome alignment of production values, screenplay (deftly crafted), music (Pritam pitches to perfection) and artiste's performance (debutantes pull your heart strings!!). As was widely published, the movie is about a relentless father (erstwhile wrestler) who breeds his daughters to be wrestling champions to bring glory to the motherland (mind you, there isn't a slightest overture about ""desh bhakti"" barring the national anthem played In then end). The very premise of the story leaves a gamut of human sentiments to be kindled as per bollywood's formulaic studious, yet, Dangal restrains and sticks to its core theme – ""sportsmanship is all about patience and perseverance, which are the biggest virtues of life too"". Director, less-known for churning blockbusters (no offense intended), this time has struck gold with his tactical treatment of the subject with no submission to any sort of emotional outbursts or commercial compromises. Be it the childhood clutches of the wrestling-sisters, the dramatic episodes in the Sports Academy, the untold emotions between baap- beti, the euphoric display of the wrestling ring, or the tears of triumph which trickle down (the eyes of the artistes and audience alike), every sequence is laced with indelible dialogues, unique expressions, underplayed stardom and subtle transition in the characters. To mince matters, as the film industry draws curtains to 2016, it's a sheer pleasure to watch the ""teen sisters"" hit ""sixes"" in this unparalleled portrayal of WOO(Window Of Opportunity)MEN POWER!!..."
289,"Story: 10/10 A True inspiring story of former wrestler champion Mahavir Singh Phogat whose dream is to win a gold medal for India in wrestling. But he fails to achieve that, then He avow that his son will do it. However, he got disappointed when his wife gives birth to four daughters.
Direction:10/10 Nitesh Tiwari was wow.
Acting: Aamir Khan: 10/10 He will amaze you in every scene. His acting skills are deeply great.
Fatima Sana Shaikh: 9/10.andshe will go so far.
 overall cast done an amazing job.","Story: 10/10 A True inspiring story of former wrestler champion Mahavir Singh Phogat whose dream is to win a gold medal for India in wrestling. But he fails to achieve that, then He avow that his son will do it. However, he got disappointed when his wife gives birth to four daughters. Direction:10/10 Nitesh Tiwari was wow. Acting: Aamir Khan: 10/10 He will amaze you in every scene. His acting skills are deeply great. Fatima Sana Shaikh: 9/10.andshe will go so far.  overall cast done an amazing job."
290,"Dangal is the most overrated film I have watched in a very long time. Every unbiased movie lover, I think, would agree to the fact that the cinematic representation is not any different from any sports related movie you pick, be it Gavin O'Connor's ""Miracle"" or Shimit Amin's ""Chak De India"". There goes your point for originality. Now if we take the ""Biographical"" thing into account then the film at most can be described as ""Inspired by real life events"". Winning at the last round at the last moment may be more adrenaline rushing for the audience but that, in my opinion, is demeaning for the athlete who originally won the game 1-0, 7-0. Talking of demeaning, the way sports persons have been depicted in the film is something to talk about. The fake things that are shown in the movie in the name of cinematic liberty just for the sake of creating sympathy in the audience, be it locking up Mr. Phogat in a room during finals or the Australian player's interview, both are very against Sportsman spirit. Aamir Khan's dedication is unquestionable, he also is a good actor. He took great efforts to look like a wrestler for so little screen time. All the talks of perfection and look at overweight actress who played the Australian wrestler. Does she even have an athlete's physique? An entire film can not be made with one dedicated actor. There are also contradictory statements about women's equality in the movie, which I am not going into much details as this is a ""biographical movie"". At least let's not hurt other's emotion just to make one person look like a hero when dealing with real people. In our country it's a very dangerous thing to affect people's emotion in a wrong way. I feel bad for the real NSA coach of Geeta Phogat.","Dangal is the most overrated film I have watched in a very long time. Every unbiased movie lover, I think, would agree to the fact that the cinematic representation is not any different from any sports related movie you pick, be it Gavin O'Connor's ""Miracle"" or Shimit Amin's ""Chak De India"". There goes your point for originality. Now if we take the ""Biographical"" thing into account then the film at most can be described as ""Inspired by real life events"". Winning at the last round at the last moment may be more adrenaline rushing for the audience but that, in my opinion, is demeaning for the athlete who originally won the game 1-0, 7-0. Talking of demeaning, the way sports persons have been depicted in the film is something to talk about. The fake things that are shown in the movie in the name of cinematic liberty just for the sake of creating sympathy in the audience, be it locking up Mr. Phogat in a room during finals or the Australian player's interview, both are very against Sportsman spirit. Aamir Khan's dedication is unquestionable, he also is a good actor. He took great efforts to look like a wrestler for so little screen time. All the talks of perfection and look at overweight actress who played the Australian wrestler. Does she even have an athlete's physique? An entire film can not be made with one dedicated actor. There are also contradictory statements about women's equality in the movie, which I am not going into much details as this is a ""biographical movie"". At least let's not hurt other's emotion just to make one person look like a hero when dealing with real people. In our country it's a very dangerous thing to affect people's emotion in a wrong way. I feel bad for the real NSA coach of Geeta Phogat."
291,"Looking out to watch this blockbuster hit for a long time, I got my chance only a few weeks back. I had faith that Aamir Khan, the certified perfectionist would definitely do a flawless job. We have seen many father characters on screen showering their love on their daughters. But the love and adoration shown here is distinctively exemplary. ","Looking out to watch this blockbuster hit for a long time, I got my chance only a few weeks back. I had faith that Aamir Khan, the certified perfectionist would definitely do a flawless job. We have seen many father characters on screen showering their love on their daughters. But the love and adoration shown here is distinctively exemplary. "
292,"So many lessons here, inspirational. Loved it. One of the best biography film of Bollywood Industry. Aamir Khan was phenomenal. And others were also so great. Watch it peeps. Ending was good too.","So many lessons here, inspirational. Loved it. One of the best biography film of Bollywood Industry. Aamir Khan was phenomenal. And others were also so great. Watch it peeps. Ending was good too."
293,"This is really good movie, story proceed properly and scenario written really well. This is real strong women roll model movie. Every girl need to watch.","This is really good movie, story proceed properly and scenario written really well. This is real strong women roll model movie. Every girl need to watch."
294,"Wherever you are,whatever you're doing, stop right now and head straight to the theaters because this is one movie you simply cannot miss..I went in the theater expecting a good movie and came out having watched something to be remembered for decades to come and the feeling I had was something so rare as I thought to myself 'money well spent'..Here I am writing a review a week from the movie's release because today is the day I decided to put time aside for what has turned out to be a masterpiece and quite possibly the greatest Bollywood movie of all time...And I just had to write this review..I couldn't possibly tell you how good this movie is because it is something to be experienced firsthand but I'll try nonetheless...The direction,casting, story line and acting are all top notch..it has elements of drama,comedy,sportsmanship,patriotism and everything else you expect....Aamir Khan has outdone himself this time...not only does he work on his body and lose the same mass he built and turn into what is a cow wearing clothes but he gives the performance of a lifetime...he might not have been one of my favorite actors ,but he most definitely is up there now...every wrestling scene is taken with perfection...imagine the hours they put in training actors to wrestle like professionals and it all works out so brilliantly...the work put into this movie and the execution is unsurpassed to me...at the near end of the movie when the national anthem played I stood up overcome with emotion paying my respects to our country and so did a few others, while some others laughed behind us mocking our decision to stand for the national anthem during a movie, but we didn't care for it was something which we felt was the right thing to do ...if you're looking for something which gives a sense of what it is to be Indian,go watch this movie..if someone tells you that you cannot do something and you believe that you can,go watch this movie...if you're a girl and you feel inferior to a boy in any manner whatsoever,go watch this movie...And if you want the next 3 hours of your life to be epic,go watch this movie.","Wherever you are,whatever you're doing, stop right now and head straight to the theaters because this is one movie you simply cannot miss..I went in the theater expecting a good movie and came out having watched something to be remembered for decades to come and the feeling I had was something so rare as I thought to myself 'money well spent'..Here I am writing a review a week from the movie's release because today is the day I decided to put time aside for what has turned out to be a masterpiece and quite possibly the greatest Bollywood movie of all time...And I just had to write this review..I couldn't possibly tell you how good this movie is because it is something to be experienced firsthand but I'll try nonetheless...The direction,casting, story line and acting are all top notch..it has elements of drama,comedy,sportsmanship,patriotism and everything else you expect....Aamir Khan has outdone himself this time...not only does he work on his body and lose the same mass he built and turn into what is a cow wearing clothes but he gives the performance of a lifetime...he might not have been one of my favorite actors ,but he most definitely is up there now...every wrestling scene is taken with perfection...imagine the hours they put in training actors to wrestle like professionals and it all works out so brilliantly...the work put into this movie and the execution is unsurpassed to me...at the near end of the movie when the national anthem played I stood up overcome with emotion paying my respects to our country and so did a few others, while some others laughed behind us mocking our decision to stand for the national anthem during a movie, but we didn't care for it was something which we felt was the right thing to do ...if you're looking for something which gives a sense of what it is to be Indian,go watch this movie..if someone tells you that you cannot do something and you believe that you can,go watch this movie...if you're a girl and you feel inferior to a boy in any manner whatsoever,go watch this movie...And if you want the next 3 hours of your life to be epic,go watch this movie."
295,One of the best acting by aamit khan... Mahivar fail to get gold medal for indian he have daughter although follow all traditional method gain a son but when fail people said he not follow the ritual 😅.. later his daughter beat a guy then he train them.. gettha won national n go to India sport school their she not follow her father style lose a lots... Then babita follow her n reckon her.. gettha won golf medal but stupid coach with his assistant trap his father at cleaning roam.. stupid coach just jealous when press conference said my father help me not stupid coach...,One of the best acting by aamit khan... Mahivar fail to get gold medal for indian he have daughter although follow all traditional method gain a son but when fail people said he not follow the ritual 😅.. later his daughter beat a guy then he train them.. gettha won national n go to India sport school their she not follow her father style lose a lots... Then babita follow her n reckon her.. gettha won golf medal but stupid coach with his assistant trap his father at cleaning roam.. stupid coach just jealous when press conference said my father help me not stupid coach...
296,"dangal is about a selfish & sadistic man who failed to reach his golden medal on his time so he tortures his daughters and turned them into sons to reach his personal ambition !! it's about a regressive dominant male who physically tortures his daughters , makes them slaves against their wishes , steals their childhood & youth and didn't even bather himself to sit as a father with his daughters for 5 min to tell them that what he's doing is good for them ..that's because he really never think what bad or good for them he only has his ambition , his goal & will do anything to reach it.","dangal is about a selfish & sadistic man who failed to reach his golden medal on his time so he tortures his daughters and turned them into sons to reach his personal ambition !! it's about a regressive dominant male who physically tortures his daughters , makes them slaves against their wishes , steals their childhood & youth and didn't even bather himself to sit as a father with his daughters for 5 min to tell them that what he's doing is good for them ..that's because he really never think what bad or good for them he only has his ambition , his goal & will do anything to reach it."
297,"This movie is the best movie i have seen in a very, very long time! In fact it's probably the best Indian movie ever made. Groundbreaking storyline with awesome acting and characters. A must watch, you will not regret tuning in.","This movie is the best movie i have seen in a very, very long time! In fact it's probably the best Indian movie ever made. Groundbreaking storyline with awesome acting and characters. A must watch, you will not regret tuning in."
298,"About the film's values-judging three views without looking at social background is playing rascal. In the social situation of India, women do not have the atmosphere to choose their profession freely. They can only be established after breaking through. As the father said to his daughter in the movie-you are not fighting for you alone, you have to let ten million women in Qian Qian see that girls are not only able to teach their husbands and sons. In the end, the significance of this struggle has already transcended his father's own dream and sublimated.","About the film's values-judging three views without looking at social background is playing rascal. In the social situation of India, women do not have the atmosphere to choose their profession freely. They can only be established after breaking through. As the father said to his daughter in the movie-you are not fighting for you alone, you have to let ten million women in Qian Qian see that girls are not only able to teach their husbands and sons. In the end, the significance of this struggle has already transcended his father's own dream and sublimated."
299,"Aamir khan is pure genius.. This film has hardly any commercial value. but to be honest, I never feel bored for a moment while watching the movie.. He knows very well abt what audience want.. I am not Aamir Fan. and i am sure, there hv many who are not fan, but still watch Aamir's movie.. because people trust his vision nd he hardly disappoints us.. this is the best of 2016 indeed","Aamir khan is pure genius.. This film has hardly any commercial value. but to be honest, I never feel bored for a moment while watching the movie.. He knows very well abt what audience want.. I am not Aamir Fan. and i am sure, there hv many who are not fan, but still watch Aamir's movie.. because people trust his vision nd he hardly disappoints us.. this is the best of 2016 indeed"
300,"Under the Indian system, women are taught to be good wives and mothers when they are young and marry as women at a very young age, which makes it difficult to realize their life values and dreams. In this movie, Pamir Khan plays the role of father, who has two daughters and no son, but he is different from other Indian men. He hopes to help his daughter get rid of the traditional women's life and realize their own life. The two daughters are gifted in wrestling, and their father helped them become world-class players with devil like training. There are many humorous passages in the film, but they contain deep father's love.","Under the Indian system, women are taught to be good wives and mothers when they are young and marry as women at a very young age, which makes it difficult to realize their life values and dreams. In this movie, Pamir Khan plays the role of father, who has two daughters and no son, but he is different from other Indian men. He hopes to help his daughter get rid of the traditional women's life and realize their own life. The two daughters are gifted in wrestling, and their father helped them become world-class players with devil like training. There are many humorous passages in the film, but they contain deep father's love."
301,The movie is based on wrestling but the fact is what amir khan did in this movie totally mind blowing act but in this movie he act like his role which likes real and that two kids did that role superb act and movie created records in India and breaken all RECORDS so i gave 7stars out of 10 Thank You all of you for reading my review,The movie is based on wrestling but the fact is what amir khan did in this movie totally mind blowing act but in this movie he act like his role which likes real and that two kids did that role superb act and movie created records in India and breaken all RECORDS so i gave 7stars out of 10 Thank You all of you for reading my review
302,I am not a fan of sports movies but i think this one is the absolute best it does an amazing job at immersing you into the movie and engaging you acting is great but my emersion was often ruined when the pointless narration pointed out a feeling in the character that would have just been better to show and not tell it to the audience like we are dumb.,I am not a fan of sports movies but i think this one is the absolute best it does an amazing job at immersing you into the movie and engaging you acting is great but my emersion was often ruined when the pointless narration pointed out a feeling in the character that would have just been better to show and not tell it to the audience like we are dumb.
303,An outstanding performance from the entire team of DANGAL which includes both the cast and the crew. The film is based on the life of Mahavir Singh Phogat and his two elder daughters Geeta and Babita. The film starts with a scene where Aamir Khan( Mahavir Singh Phogat)relives his wrestling moments when he was challenged by his fellow colleague. Even after he quits wrestling he had the dream of winning gold for his country which can be fulfilled only by his son. But unfortunately he was blessed with four daughters and he started believing that his dream will forever remain a dream. The film portrays the journey of his two elder daughters Geeta and Babita from a simple village girl to a wrestling champion and also their relationship with their father. However this journey was started due to an unconventional incident that took place in both of the daughters life. ,An outstanding performance from the entire team of DANGAL which includes both the cast and the crew. The film is based on the life of Mahavir Singh Phogat and his two elder daughters Geeta and Babita. The film starts with a scene where Aamir Khan( Mahavir Singh Phogat)relives his wrestling moments when he was challenged by his fellow colleague. Even after he quits wrestling he had the dream of winning gold for his country which can be fulfilled only by his son. But unfortunately he was blessed with four daughters and he started believing that his dream will forever remain a dream. The film portrays the journey of his two elder daughters Geeta and Babita from a simple village girl to a wrestling champion and also their relationship with their father. However this journey was started due to an unconventional incident that took place in both of the daughters life. 
304,It is really a best Inspirational movie about two lady wrestliers geetha and babitha. This movie is also available in Hindi and Telugu and Tamil languages. Youth Must watch this type of Movies.,It is really a best Inspirational movie about two lady wrestliers geetha and babitha. This movie is also available in Hindi and Telugu and Tamil languages. Youth Must watch this type of Movies.
305,"A Inspirational movie but still should not be pulled on the women's rights, mention women's rights is a little strange, why make women so humble. It still looks good, and it burns in the end","A Inspirational movie but still should not be pulled on the women's rights, mention women's rights is a little strange, why make women so humble. It still looks good, and it burns in the end"
306,"And he could teach the son to be a great champion wrestler. But he ends up having daughters. Instead of abandoning the idea, Mahavir decides he'll teach his daughters and make them champions....even though women generally don't compete in the sport in India. So, he has his daughters wrestle boys....and they win.","And he could teach the son to be a great champion wrestler. But he ends up having daughters. Instead of abandoning the idea, Mahavir decides he'll teach his daughters and make them champions....even though women generally don't compete in the sport in India. So, he has his daughters wrestle boys....and they win."
307,"This is how an Biopic should be portrayed, just on the point , showing the dedication , hard work, their journey towards what they are right now. Perfect plot, perfectly showcased. So That's what call a ""Biopic"".","This is how an Biopic should be portrayed, just on the point , showing the dedication , hard work, their journey towards what they are right now. Perfect plot, perfectly showcased. So That's what call a ""Biopic""."
308,"This film takes the relationship between father and daughter as the perspective, showing the core theme of breaking the feudal thought in India, showing not only the love between father and child, but also telling us about the great power of women.","This film takes the relationship between father and daughter as the perspective, showing the core theme of breaking the feudal thought in India, showing not only the love between father and child, but also telling us about the great power of women."
309,"We can also see expansively that we raise our children equally. As parents, we always believe in him or her. He or she is not your stock investment. Remember that he/she is your child, this definition is as a hierarchy with the feelings of people, people is a magical creature, if someone is always believed to support themselves, the calculation can burst into forecasts don't know where to outside forces, is likely to be the adrenaline, who knows -- --), and people will change, not before, do not represent later can't, I don't think a lot of people think about what the word ""believe"" means anymore.","We can also see expansively that we raise our children equally. As parents, we always believe in him or her. He or she is not your stock investment. Remember that he/she is your child, this definition is as a hierarchy with the feelings of people, people is a magical creature, if someone is always believed to support themselves, the calculation can burst into forecasts don't know where to outside forces, is likely to be the adrenaline, who knows -- --), and people will change, not before, do not represent later can't, I don't think a lot of people think about what the word ""believe"" means anymore."
310,"Great movie.
It's good to hear that I want to download all the soundtrack and the pictures full of exotic customs and high saturation. It's not a heavy but tearful plot deliberately. It's funny, but it's also a profound connotation of thinking... A real movie!
The last 2 / 5 parts of the film are all finished with tears. Amir Khan's acting skills are as good as ever. After seeing his introduction of fattening and losing weight for the film, he has more admiration than admiration. I feel that as long as there are films in which he has participated, they are very good-looking.
In a word, this is a movie that I want to do two or three strokes after watching.","Great movie. It's good to hear that I want to download all the soundtrack and the pictures full of exotic customs and high saturation. It's not a heavy but tearful plot deliberately. It's funny, but it's also a profound connotation of thinking... A real movie! The last 2 / 5 parts of the film are all finished with tears. Amir Khan's acting skills are as good as ever. After seeing his introduction of fattening and losing weight for the film, he has more admiration than admiration. I feel that as long as there are films in which he has participated, they are very good-looking. In a word, this is a movie that I want to do two or three strokes after watching."
